"text","stars"
"Mama loves Chinese food. Late night dim sum spot found in Chinatown!Price: £4.20-5.20 for the various dim sum items, £12.80 for the beef chow fun....","3"
"Walked by in the early evening one evening, there were some lovely looking platters of food and a table for me.Just what I needed, this taste of Spain. So...","5"
"Came for a quick bite and a glass of wine. The restaurant was inviting with an open door, nice music and a friendly staff. We grabbed the following...","4"
"Great find on first day in London. The all you can tapas for 15pds was amazing. The food is very tasty and presentation is lovely. Small place but was slow...","4"
"I was recommended this place for its veggie burger from a person who's not actually vegetarian! I figured that was worth checking out, and since I was in...","5"
"The Magnetic Zeros had it right with the lyrics:-Home, let me come homeHome is wherever I'm with youHome, let me come homeHome is wherever I'm with...","5"
"The Ultimate Trade off.The first line of my review is the paradox which has caused me issues. I have tried this place three times to come to my verdict....","3"
"We ate dinner there last night and really enjoyed it.  Our server was a very sweet-natured young guy and we enjoyed talking to him.  My husband ordered a...","5"
"This small Italian restaurant and deli near Victoria has a pretty impressive selection of aged meats and interesting cheeses.  However, I was by for a...","4"
"Loved this place so much we kept coming back. The fresh squeezed orange juice is a must - I watched him squeeze it in a little blending machine right...","5"
"My wife and I went to CUT for a belated Valentines Day dinner and treated ourselves royally. You can see their dinner menu online, so there should be no...","5"
"The service, hospitality and staff were very good.But, the ambience and environment feels exactly what this restaurant is, a hotel restaurant.The food...","3"
"Steak melts in your mouth. Foie Gras on top, and Bone marrow! A definite must if you're in London!","5"
"Excellent 1-Michelin star Indian food in London. As good as it gets!We arrived very late for our 5:30pm reservation, I believe it was a Friday evening....","5"
"Beautiful experience at Gymkhana- the renovations post-fire are gorgeous and welcoming. As for the food- while everything was delicious- the appetizers...","4"
"One of the best Indian meals I can remember having. We had been wanting to come here for a while, given the hype around this being the best Indian food in a...","5"
"Service: 6/10Food:8/10Portion size: medium Wait time: no wait on a weekday for dinnerService was okay. The place is small and only has two waiters but...","4"
"If you are looking for a quick ramen fix and don't care about the authentic taste/flavour of ramen, then this place is for you! Many things to dislike about...","2"
"Tasty broth, my husband says it is the best ramen broth he has ever had!  Get the egg, it is well worth it as an added to any of their ramen options.  The...","5"
"OMG it was the best fish and chips .It was very well done and fried , the fish tasted fresh and well seasoned. They got 2 sizesI , my son and daughter got...","5"
"The fish was crispy, chips were kinda crispy. It was my first time eating fish and chips. I prefer the fries and fried chicken back home to be honest. I...","3"
"We loved it! Friendly and fast service and amazing fish! It's little and very casual but everyone there was nice and friendly even though we were a group of...","5"
"Good value, delicious food - I recommend asking for the home made pasta (they'll do the duck ragu with any pasta shape, and it's very very good). Lovely...","5"
"Came here for lunch a couple weeks ago with a few friends and had a good time. Apulia is a cute Italian restaurant with rustic feels. I love the...","3"
"Beautifully rustic spot behind Smithfield Market; lovely service, authentic and mouthwatering menu. Had a screechy toddler at the time of my visit but...","4"
"So far our favorite meal on our London trip.  After a long flight from India, we decided to grab a meal close to our flat.  We were not disappointed by this...","5"
"This place has amazing food and service. We were visiting from the US and the owner went above and beyond with helping us out with questions we had and we...","5"
"Great wine and food to stop in for lunch! Did so yesterday with a friend and very much enjoyed it!!","4"
"Stopped in after an exhibit at the Barbican to treat us to a nice dinner and drinks. The pub has a hunting cabin feel with taxidermy animals all over the...","4"
"I've been twice in the past year.  I found the food to be quite bland on both occasions.  Starters, mains, and puddings. The service was also what I would...","2"
"Is it a pub with a restaurant? Or a restaurant with a pub? The pub bit is consistently busy, from the lawyers and bankers in neighbouring buildings. I hear...","4"
